index,Rk,Player,Pos,Tm,Cap Hit
1757,1758.0,Kelvin Sheppard,LB,NYG,423529.0
1758,1759.0,Louis Murphy,WR,SFO,423528.0
1759,1760.0,Jordan Lucas,SS,MIA,421941.0
1760,1761.0,Deon King,LB,CLE,412945.0
1761,,Scooby Wright,ILB,ARI,412945.0
1762,,Chris Reed,G,JAX,412945.0
1763,1764.0,Bryce Treggs,WR,CLE,412941.0
1764,,Branden Jackson,DE,SEA,412941.0
1765,,Quinton Jefferson,DT,SEA,412941.0
1766,,Mike Thomas,WR,LAR,412941.0
1767,1768.0,Jordan Leslie,WR,CLE,410295.0
1768,,Reggie Porter,CB,CLE,410295.0
1769,1770.0,Matt Skura,C,BAL,410294.0
1770,,Justin Hardee,WR,NOR,410294.0
1771,,Travaris Cadet,RB,2TM,410294.0
1772,,Don Barclay,G,DET,410294.0
1773,,T.J. Yates,QB,HOU,410294.0
1774,,Alex Armah,FB,CAR,410294.0
1775,,Devin Taylor,DE,NYG,410294.0
1776,,Ricky Seals-Jones,WR,ARI,410294.0
1777,1778.0,Robert Nelson,FS,NYJ,405882.0
1778,1779.0,David Fales,QB,MIA,405880.0
1779,1780.0,Jairus Byrd,DB,CAR,404648.0
1780,1781.0,Josh Lambo,K,JAX,397941.0
1781,,Michael Ola,T,LAC,397941.0
1782,1783.0,A.J. Francis,DL,WAS,397936.0
1783,1784.0,Aaron Wallace,OLB,TEN,383824.0
1784,1785.0,Chris Thompson,RB,WAS,382942.0
1785,,Chris Thompson,WR,HOU,382942.0
1786,1787.0,Harrison Butker,K,KAN,382941.0
1787,,Taybor Pepper,LS,GNB,382941.0
1788,,Bryan Cox,DE,CAR,382941.0
1789,1790.0,Shilique Calhoun,DE,OAK,381176.0
1790,,Patrick Murray,K,TAM,381176.0
1791,,Justin March-Lillard,LB,3TM,381176.0
1792,,Darnell Sankey,LB,IND,381176.0
1793,1794.0,Will Beatty,T,PHI,370588.0
1794,,Dannell Ellerbe,LB,PHI,370588.0
1795,1796.0,Cam Thomas,DT,KAN,370587.0
1796,1797.0,Brenton Bersin,WR,CAR,365292.0
1797,1798.0,Jeff Cumberland,TE,LAC,364706.0
1798,1799.0,Deiondre' Hall,CB,CHI,363000.0
1799,,Maurice Canady,CB,BAL,363000.0
1800,,Ronald Blair,DE,SFO,363000.0
1801,1802.0,Arie Kouandjio,OG,WAS,361765.0
1802,,Trevor Reilly,OLB,NWE,361765.0
1803,1804.0,Jon Halapio,OG,NYG,355589.0
1804,,Isaiah Johnson,S,TAM,355589.0
1805,1806.0,Greg Mabin,CB,2TM,355588.0
1806,,Kyle Kalis,OG,IND,355588.0
1807,,Isaiah Irving,OLB,CHI,355588.0
1808,,Henry Krieger-Coble,TE,IND,355588.0
1809,1810.0,Darrelle Revis,DB,KAN,352941.0
1810,1811.0,Jermaine Whitehead,DB,GNB,349415.0
1811,,Joe Callahan,QB,GNB,349415.0
1812,,Richard Ash,DT,DAL,349415.0
1813,1814.0,Daniel Lasco,RB,NOR,349412.0
1814,1815.0,Cameron Sutton,CB,PIT,348000.0
1815,,Dede Westbrook,WR,JAX,348000.0
1816,,Obi Melifonwu,SS,OAK,348000.0
1817,,Jeremy Clark,CB,NYJ,348000.0
1818,,Marquez Williams,FB,CLE,348000.0
1819,,Vince Biegel,OLB,GNB,348000.0
1820,1821.0,Marvin Hall,WR,ATL,328236.0
1821,,Donte Deayon,DB,NYG,328236.0
1822,,Adam Bighill,LB,NOR,328236.0
1823,,Tani Tupou,DT,ATL,328236.0
1824,1825.0,Cole Hikutini,TE,SFO,328235.0
1825,,Xavier Coleman,CB,NYJ,328235.0
1826,,Travis Rudolph,WR,NYG,328235.0
1827,,Ed Eagan,WR,NYG,328235.0
1828,,Marcus Kemp,WR,KAN,328235.0
1829,1830.0,Tyreek Burwell,T,IND,325588.0
1830,,Xavier Cooper,DT,2TM,325588.0
1831,,Josh Keyes,LB,2TM,325588.0
1832,,Angelo Blackson,DT,HOU,325588.0
1833,1834.0,Cyrus Kouandjio,OT,DEN,324706.0
1834,1835.0,Akeem Ayers,LB,NYG,319118.0
1835,,Harlan Miller,CB,ARI,319118.0
1836,1837.0,Joshua Perry,OLB,IND,317647.0
1837,,Matt Lengel,TE,CLE,317647.0
1838,1839.0,Jerrol Garcia-Williams,LB,DEN,300883.0
1839,,Hunter Sharp,WR,2TM,300883.0
1840,,Jaydon Mickens,WR,JAX,300883.0
1841,,Nathan Gerry,SS,PHI,300883.0
1842,,Elijah Wilkinson,OT,DEN,300883.0
1843,1844.0,Nick Rose,K,2TM,300882.0
1844,1845.0,Ray-Ray Armstrong,LB,2TM,294118.0
1845,1846.0,Freddie Martino,WR,TAM,289408.0
1846,1847.0,Nate Sudfeld,QB,PHI,285882.0
1847,,D.J. White,CB,IND,285882.0
1848,1849.0,Jace Billingsley,WR,DET,273530.0
1849,,Dan Skipper,OT,DET,273530.0
1850,,Kevin Snyder,LB,DEN,273530.0
1851,,Blake Jarwin,TE,DAL,273530.0
1852,1853.0,Elijah Hood,RB,OAK,273529.0
1853,1854.0,Joey Mbu,NT,IND,254120.0
1854,,Ben Braunecker,TE,CHI,254120.0
1855,1856.0,Max Tuerk,C,ARI,254118.0
1856,1857.0,Zach Vigil,ILB,WAS,253235.0
1857,1858.0,Terrence Magee,RB,ATL,253232.0
1858,,Deiontrez Mount,OLB,DEN,253232.0
1859,1860.0,Derek Hart,LS,GNB,246177.0
1860,,Donatello Brown,CB,GNB,246177.0
1861,,Marshall Koehn,K,CIN,246177.0
1862,,Darrell Williams,OL,SFO,246177.0
1863,,Bryson Albright,LB,ARI,246177.0
1864,1865.0,Demetrius Rhaney,C,WAS,243529.0
1865,,Cairo Santos,K,2TM,243529.0
1866,,Fitzgerald Toussaint,RB,PIT,243529.0
1867,1868.0,Mike Nugent,K,2TM,235294.0
1868,1869.0,Tim Barnes,C,SFO,227941.0
1869,,Datone Jones,DE,2TM,227941.0
1870,,Chris Prosinski,DB,CHI,227941.0
1871,1872.0,Byron Marshall,RB,WAS,222353.0
1872,,Joe Kerridge,FB,GNB,222353.0
1873,,Vinston Painter,OT,ARI,222353.0
1874,,Kalif Raymond,WR,2TM,222353.0
1875,1876.0,Daniel Ross,DT,DAL,218824.0
1876,,Zach Sterup,OL,MIA,218824.0
1877,,Josh Tupou,DT,CIN,218824.0
1878,,Johnny Mundt,TE,LAR,218824.0
1879,,Jojo Natson,WR,NYJ,218824.0
1880,,Joseph Jones,OLB,DEN,218824.0
1881,,Brandon Banks,DL,WAS,218824.0
1882,,Darius Hillary,CB,CLE,218824.0
1883,,Brandon Wilson,CB,CIN,218824.0
1884,,Chunky Clements,DT,HOU,218824.0
1885,,Maurice Harris,WR,WAS,218824.0
1886,,Lewis Neal,DE,DAL,218824.0
1887,,Josh Forrest,ILB,SEA,218824.0
1888,1889.0,Dexter McDougle,CB,2TM,217059.0
1889,,Howard Jones,LB,CHI,217059.0
1890,,Neville Hewitt,LB,MIA,217059.0
1891,1892.0,Orson Charles,TE,KAN,202940.0
1892,1893.0,Austin Traylor,TE,DEN,191471.0
1893,,Colin Holba,LS,JAX,191471.0
1894,,Larry Pinkard,WR,JAX,191471.0
1895,1896.0,Cobi Hamilton,WR,HOU,190590.0
1896,1897.0,Christian Ringo,DE,DET,190588.0
1897,1898.0,Spencer Paysinger,LB,CAR,182353.0
1898,1899.0,Bradley Marquez,WR,DET,180882.0
1899,1900.0,Khalif Barnes,T,ARI,176471.0
1900,1901.0,Eric Lee,LB,NWE,164118.0
1901,,Justin Currie,S,CLE,164118.0
1902,,David Moore,WR,SEA,164118.0
1903,,Pete Robertson,LB,WAS,164118.0
1904,,LeShun Daniels,RB,WAS,164118.0
1905,,Jason Vander Laan,TE,IND,164118.0
1906,,Kevin Peterson,CB,LAR,164118.0
1907,1908.0,Brandon Dixon,CB,NYG,158825.0
1908,,Gabe Martin,LB,ARI,158825.0
1909,,Carlos Thompson,LB,LAR,158825.0
1910,,Bronson Hill,RB,ARI,158825.0
1911,1912.0,Bryan Braman,LB,PHI,158824.0
1912,,Nicholas Grigsby,LB,NWE,158824.0
1913,,Anthony Fabiano,OL,IND,158824.0
1914,1915.0,MyCole Pruitt,TE,HOU,144706.0
1915,,Anthony Johnson,DT,IND,144706.0
1916,,Cameron Lynch,LB,2TM,144706.0
1917,1918.0,K.J. Brent,WR,IND,136765.0
1918,,Garrett Griffin,TE,NOR,136765.0
1919,,Pat O'Connor,DE,TAM,136765.0
1920,,LaTroy Lewis,LB,HOU,136765.0
1921,,Travis Coons,K,LAC,136765.0
1922,,Lavar Edwards,DE,CLE,136765.0
1923,,Bernard Reedy,WR,2TM,136765.0
1924,,Marcus Rios,CB,DEN,136765.0
1925,,Mike Liedtke,OL,TAM,136765.0
1926,,Cameron Malveaux,DE,MIA,136765.0
1927,,Carroll Phillips,OLB,JAX,136765.0
1928,,Gimel President,DE,HOU,136765.0
1929,,De'Veon Smith,RB,MIA,136765.0
1930,,Michael Clark,WR,GNB,136765.0
1931,,Arthur Maulet,CB,NOR,136765.0
1932,,Isaac Whitney,WR,OAK,136765.0
1933,,Chad Slade,G,HOU,136765.0
1934,,Jesus Wilson,WR,TAM,136765.0
1935,,Rodney Coe,DT,SEA,136765.0
1936,,Jeremy McNichols,RB,SFO,136765.0
1937,1938.0,Stanley Jean-Baptiste,CB,BAL,127060.0
1938,1939.0,Darius Powe,WR,NYG,127059.0
1939,1940.0,Keith Reaser,CB,2TM,121765.0
1940,1941.0,Nordly Capi,LB,2TM,109412.0
1941,,Rashaad Coward,DT,CHI,109412.0
1942,,DeAndrew White,WR,HOU,109412.0
1943,,Justin Hamilton,DT,2TM,109412.0
1944,,Robert Davis,WR,WAS,109412.0
1945,1946.0,Taylor Heinicke,QB,HOU,108529.0
1946,,Isaiah Johnson,DB,LAR,108529.0
1947,1948.0,Kapri Bibbs,RB,WAS,108528.0
1948,1949.0,John Phillips,TE,NOR,105882.0
1949,1950.0,Kyle Carter,TE,MIN,100800.0
1950,1951.0,C.J. Smith,CB,CLE,95294.0
1951,,Tyvis Powell,FS,SFO,95294.0
1952,,Gabe Holmes,TE,ARI,95294.0
1953,,Paul Dawson,OLB,SEA,95294.0
1954,,Matt Hazel,WR,IND,95294.0
1955,1956.0,Cameron Lee,G,CHI,93600.0
1956,1957.0,Ryan Murphy,FS,NYG,82059.0
1957,,Riley Bullough,ILB,TAM,82059.0
1958,,Matt LaCosse,TE,2TM,82059.0
1959,,Isaac Rochell,DE,LAC,82059.0
1960,,Kache Palacio,LB,SEA,82059.0
1961,,Otha Peters,LB,WAS,82059.0
1962,,Breon Borders,CB,BUF,82059.0
1963,,Brandon Bell,OLB,CIN,82059.0
1964,,Leon McQuay,S,KAN,82059.0
1965,,Jarveon Williams,HB,CIN,82059.0
1966,,Dymonte Thomas,SS,DEN,82059.0
1967,1968.0,Caraun Reid,DT,DET,81176.0
1968,1969.0,David Quessenberry,OT,HOU,72353.0
1969,,Ronald Martin,SS,IND,72353.0
1970,,James Stone,C,OAK,72353.0
1971,1972.0,Michael Hunter,CB,NYG,63529.0
1972,,Channing Ward,DE,TAM,63529.0
1973,1974.0,Tony McDaniel,DT,2TM,58824.0
1974,,James Harrison,LB,2TM,58824.0
1975,1976.0,Kent Perkins,OT,CIN,54706.0
1976,,Mose Frazier,WR,CAR,54706.0
1977,,Sam Ficken,K,LAR,54706.0
1978,,Fish Smithson,S,WAS,54706.0
1979,,Pharaoh Brown,TE,OAK,54706.0
1980,,Andy Jones,WR,2TM,54706.0
1981,,Brett Boyko,T,LAC,54706.0
1982,,Dare Ogunbowale,RB,WAS,54706.0
1983,,Reggie Gilbert,LB,GNB,54706.0
1984,,Brady Sheldon,LB,OAK,54706.0
1985,,Ryan Malleck,TE,HOU,54706.0
1986,,David Rivers,CB,TAM,54706.0
1987,1988.0,Krishawn Hogan,WR,IND,38294.0
1988,1989.0,Marcus Murphy,RB,BUF,36176.0
1989,,Edmond Robinson,OLB,NYJ,36176.0
1990,1991.0,Hakeem Valles,TE,DET,31765.0
1991,,Marquis Bundy,WR,NYG,31765.0
1992,1993.0,Jeff Overbaugh,LS,MIN,27353.0
1993,,Quincy Adeboyejo,WR,BAL,27353.0
1994,,Derrick Mathews,LB,NYG,27353.0
1995,,Rickey Hatley,DT,BUF,27353.0
1996,,Emanuel Byrd,TE,GNB,27353.0
1997,,Aaron Neary,C,LAR,27353.0
1998,,Garrett Sickels,DE,LAR,27353.0
