index,Rk,Player,Pos,Tm,Cap Hit
0,1.0,Kirk Cousins,QB,WAS,23943600.0
1,2.0,Trumaine Johnson,CB,LAR,16742400.0
2,3.0,Josh Norman,CB,WAS,16500000.0
3,,Von Miller,LB,DEN,16500000.0
4,5.0,Justin Houston,LB,KAN,16350000.0
5,6.0,Matt Ryan,QB,ATL,15750000.0
6,7.0,Carson Palmer,QB,ARI,15500000.0
7,8.0,Muhammad Wilkerson,DT,NYJ,14750000.0
8,9.0,Sam Bradford,QB,MIN,14000000.0
9,10.0,Malik Jackson,DT,JAX,13500000.0
10,11.0,Gerald McCoy,DT,TAM,13250000.0
11,12.0,Cam Newton,QB,CAR,13166666.0
12,13.0,Andy Dalton,QB,CIN,13100000.0
13,14.0,Eli Manning,QB,NYG,13000000.0
14,,Drew Brees,QB,NOR,13000000.0
15,,Dez Bryant,WR,DAL,13000000.0
16,17.0,Janoris Jenkins,CB,NYG,12900000.0
17,18.0,Ezekiel Ansah,DE,DET,12734000.0
18,19.0,Russell Wilson,QB,SEA,12600000.0
19,20.0,Aaron Rodgers,QB,GNB,12550000.0
20,21.0,Le'Veon Bell,RB,PIT,12120000.0
21,22.0,Ben Roethlisberger,QB,PIT,12000000.0
22,23.0,Olivier Vernon,DE,NYG,11750000.0
23,24.0,Julio Jones,WR,ATL,11500000.0
24,25.0,Richard Sherman,DB,SEA,11431000.0
25,26.0,Trent Williams,T,WAS,11250000.0
26,27.0,Larry Fitzgerald,WR,ARI,11000000.0
27,,Aqib Talib,DB,DEN,11000000.0
28,,Philip Rivers,QB,LAC,11000000.0
29,30.0,Alex Smith,QB,KAN,10800000.0
30,31.0,J.J. Watt,DE,HOU,10500000.0
31,32.0,A.J. Green,WR,CIN,10300000.0
32,33.0,Clay Matthews,LB,GNB,10100000.0
33,34.0,Ndamukong Suh,DT,MIA,9985000.0
34,35.0,Patrick Peterson,CB,ARI,9750000.0
35,,Marcell Dareus,DT,2TM,9750000.0
36,37.0,Duane Brown,G,2TM,9400000.0
37,38.0,Vontae Davis,DB,IND,9000000.0
38,,Calais Campbell,DE,JAX,9000000.0
39,,Cordy Glenn,T,BUF,9000000.0
40,41.0,Justin Pugh,OG,NYG,8821000.0
41,42.0,Joe Thomas,T,CLE,8800000.0
42,43.0,Damon Harrison,DT,NYG,8750000.0
43,44.0,Randall Cobb,WR,GNB,8600000.0
44,45.0,Byron Maxwell,DB,2TM,8500000.0
45,,Demaryius Thomas,WR,DEN,8500000.0
46,,Earl Thomas,DB,SEA,8500000.0
47,48.0,Alec Ogletree,OLB,LAR,8369000.0
48,49.0,Jordy Nelson,WR,GNB,8250000.0
49,,Ryan Kerrigan,DE,WAS,8250000.0
50,,Joe Staley,T,SFO,8250000.0
51,52.0,Sheldon Richardson,DT,SEA,8069000.0
52,53.0,Xavier Rhodes,CB,MIN,8026000.0
53,54.0,Corey Liuget,DT,LAC,8000000.0
54,,T.Y. Hilton,WR,IND,8000000.0
55,,Mike Glennon,QB,CHI,8000000.0
56,,DeAndre Hopkins,WR,HOU,8000000.0
57,,Mike Iupati,G,ARI,8000000.0
58,59.0,Mike Pouncey,OL,MIA,7950000.0
59,60.0,Jimmy Graham,TE,SEA,7900000.0
60,61.0,Lane Johnson,OT,PHI,7750000.0
61,62.0,Maurkice Pouncey,C,PIT,7500000.0
62,,Andrew Whitworth,T,LAR,7500000.0
63,,Tyrod Taylor,QB,BUF,7500000.0
64,,Dontari Poe,DT,ATL,7500000.0
65,66.0,Jason Witten,TE,DAL,7400000.0
66,,Chris Harris,CB,DEN,7400000.0
67,68.0,Luke Kuechly,ILB,CAR,7363324.0
68,69.0,Geno Atkins,DT,CIN,7300000.0
69,70.0,Tyrone Crawford,DE,DAL,7250000.0
70,71.0,Vinny Curry,DE,PHI,7000000.0
71,,Akiem Hicks,DE,CHI,7000000.0
72,,Allen Hurns,WR,JAX,7000000.0
73,,Chandler Jones,DE,ARI,7000000.0
74,,Marvin Jones,WR,DET,7000000.0
75,,Cameron Jordan,DE,NOR,7000000.0
76,77.0,Dominique Rodgers-Cromartie,DB,NYG,6980000.0
77,78.0,Pernell McPhee,DL,CHI,6950000.0
78,79.0,Cameron Wake,LB,MIA,6875000.0
79,80.0,Eric Fisher,OT,KAN,6857977.0
80,81.0,Star Lotulelei,DT,CAR,6757000.0
81,82.0,Emmanuel Sanders,WR,DEN,6750000.0
82,83.0,Kelechi Osemele,T,OAK,6700000.0
83,84.0,Bennie Logan,DT,KAN,6680000.0
84,85.0,Vontaze Burfict,LB,CIN,6535529.0
85,86.0,Jared Veldheer,T,ARI,6500000.0
86,,Jermey Parnell,T,JAX,6500000.0
87,,Rodney Hudson,OL,OAK,6500000.0
88,,Michael Bennett,DE,SEA,6500000.0
89,,Brandon Graham,DE,PHI,6500000.0
90,,Nate Solder,T,NWE,6500000.0
91,,Johnathan Joseph,DB,HOU,6500000.0
92,,Kareem Jackson,DB,HOU,6500000.0
93,,Devin McCourty,DB,NWE,6500000.0
94,,Greg Olsen,TE,CAR,6500000.0
95,,DeSean Jackson,WR,TAM,6500000.0
96,97.0,Kyle Williams,DT,BUF,6300000.0
97,98.0,Kyle Long,OT,CHI,6250000.0
98,,DeMarco Murray,RB,TEN,6250000.0
99,,Michael Crabtree,WR,OAK,6250000.0
100,101.0,Brian Orakpo,LB,TEN,6200000.0
101,,Riley Reiff,OT,MIN,6200000.0
102,103.0,Robert Quinn,DE,LAR,6161616.0
103,104.0,Adam Jones,DB,CIN,6023529.0
104,105.0,Kawann Short,DT,CAR,6000000.0
105,,Kevin Zeitler,G,CLE,6000000.0
106,,Marshal Yanda,T,BAL,6000000.0
107,,Derrick Morgan,DE,TEN,6000000.0
108,,Buster Skrine,DB,NYJ,6000000.0
109,,Lavonte David,OLB,TAM,6000000.0
110,,Brent Grimes,DB,TAM,6000000.0
111,,Golden Tate,WR,DET,6000000.0
112,,Mohamed Sanu,WR,ATL,6000000.0
113,,Darian Stewart,DB,DEN,6000000.0
114,,Malcolm Jenkins,DB,PHI,6000000.0
115,,LeSean McCoy,RB,BUF,6000000.0
116,,Joe Flacco,QB,BAL,6000000.0
117,118.0,K.J. Wright,LB,SEA,5800000.0
118,,Donald Penn,T,OAK,5800000.0
119,,Coby Fleener,TE,NOR,5800000.0
120,121.0,Doug Martin,RB,TAM,5764706.0
121,122.0,Alex Mack,C,ATL,5750000.0
122,,Tamba Hali,DE,KAN,5750000.0
123,124.0,Kenny Vaccaro,FS,NOR,5676000.0
124,,Eric Reid,FS,SFO,5676000.0
125,126.0,Julius Thomas,TE,MIA,5500000.0
126,,Brandon Linder,OG,JAX,5500000.0
127,,Haloti Ngata,DT,DET,5500000.0
128,,Lamar Miller,RB,HOU,5500000.0
129,,Derek Wolfe,DT,DEN,5500000.0
130,131.0,Jerry Hughes,DE,BUF,5400000.0
131,,Bryan Bulaga,T,GNB,5400000.0
132,133.0,Carlos Dunlap,DE,CIN,5350000.0
133,134.0,Gabe Jackson,OG,OAK,5250000.0
134,,Travis Benjamin,WR,LAC,5250000.0
135,,Andy Levitre,G,ATL,5250000.0
136,137.0,Kyle Rudolph,TE,MIN,5150000.0
137,,Harrison Smith,FS,MIN,5150000.0
138,139.0,Rishard Matthews,WR,TEN,5000000.0
139,,Barry Church,DB,JAX,5000000.0
140,,Mike Mitchell,DB,PIT,5000000.0
141,,Logan Ryan,CB,TEN,5000000.0
142,,Sean Smith,DB,OAK,5000000.0
143,,Melvin Ingram,DE,LAC,5000000.0
144,,Derek Carr,QB,OAK,5000000.0
145,,Jay Cutler,QB,MIA,5000000.0
146,,Tashaun Gipson,DB,JAX,5000000.0
147,,Mark Barron,LB,LAR,5000000.0
148,,Brandon Brooks,G,PHI,5000000.0
149,,Jason Kelce,OL,PHI,5000000.0
150,151.0,Mitchell Schwartz,T,KAN,4900000.0
151,152.0,Mychal Kendricks,ILB,PHI,4850000.0
152,153.0,Rodger Saffold,T,LAR,4847233.0
153,154.0,Tyler Eifert,TE,CIN,4782000.0
154,155.0,Tyrann Mathieu,CB,ARI,4750000.0
155,,Mike Wallace,WR,BAL,4750000.0
156,,Jeff Allen,T,HOU,4750000.0
157,,Jamie Collins,OLB,CLE,4750000.0
158,,Morgan Burnett,DB,GNB,4750000.0
159,160.0,Josh Sitton,G,CHI,4650000.0
160,161.0,Stephon Gilmore,CB,NWE,4500000.0
161,,Joe Barksdale,OL,LAC,4500000.0
162,,Charles Clay,TE,BUF,4500000.0
163,,Cliff Avril,DE,SEA,4500000.0
164,,Chris Ivory,RB,JAX,4500000.0
165,,Bruce Irvin,DE,OAK,4500000.0
166,,Antonio Gates,TE,LAC,4500000.0
167,,Whitney Mercilus,DE,HOU,4500000.0
168,169.0,James Carpenter,OL,NYJ,4450000.0
169,170.0,Demar Dotson,T,TAM,4250000.0
170,,Rob Gronkowski,TE,NWE,4250000.0
171,172.0,Delanie Walker,TE,TEN,4200000.0
172,,Terron Armstead,OT,NOR,4200000.0
173,,Bobby Massie,T,CHI,4200000.0
174,175.0,Brooks Reed,DL,ATL,4100000.0
175,,Darius Slay,CB,DET,4100000.0
176,177.0,Clint Boling,OL,CIN,4050000.0
177,,Dustin Colquitt,P,KAN,4050000.0
178,179.0,Terrell Suggs,LB-DE,BAL,4000000.0
179,,Marcedes Lewis,TE,JAX,4000000.0
180,,Marcus Gilbert,OL,PIT,4000000.0
181,,Nigel Bradham,OLB,PHI,4000000.0
182,,Robert Ayers,DE,TAM,4000000.0
183,,Darren Sproles,RB,PHI,4000000.0
184,,Bobby Wagner,ILB,SEA,4000000.0
185,,Shawn Lauvao,G,WAS,4000000.0
186,,Matt Forte,RB,NYJ,4000000.0
187,,Eric Weddle,DB,BAL,4000000.0
188,,Torrey Smith,WR,PHI,4000000.0
189,,Kenny Britt,WR,2TM,4000000.0
190,,Jeremy Lane,CB,SEA,4000000.0
191,,George Iloka,FS,CIN,4000000.0
192,193.0,Paul Posluszny,LB,JAX,3950000.0
193,194.0,Malcolm Butler,CB,NWE,3910000.0
194,195.0,Brian Robison,DE,MIN,3900000.0
195,,Ron Parker,CB,KAN,3900000.0
196,,Allen Bailey,DL,KAN,3900000.0
197,198.0,Christian Kirksey,OLB,CLE,3797000.0
198,199.0,J.R. Sweezy,G,TAM,3750000.0
199,,Jerrell Freeman,LB,CHI,3750000.0
200,,Adrian Clayborn,DL,ATL,3750000.0
201,,Jordan Reed,TE,WAS,3750000.0
202,,Bilal Powell,RB,NYJ,3750000.0
203,204.0,Pierre Garcon,WR,SFO,3675000.0
204,205.0,Michael Johnson,DE,CIN,3550000.0
205,206.0,Tavon Austin,WR,LAR,3500000.0
206,,Prince Amukamara,CB,CHI,3500000.0
207,,Frank Gore,RB,IND,3500000.0
208,,Ben Jones,C,TEN,3500000.0
209,,Cole Beasley,WR,DAL,3500000.0
210,211.0,Brandon Mebane,DT,LAC,3350000.0
211,212.0,Greg Robinson,OT,DET,3322377.0
212,213.0,Thomas Davis,LB,CAR,3250000.0
213,,Casey Hayward,DB,LAC,3250000.0
214,215.0,Blake Bortles,QB,JAX,3236565.0
215,216.0,Graham Gano,K,CAR,3200000.0
216,,Dan Bailey,K,DAL,3200000.0
217,218.0,Richie Incognito,G,BUF,3175000.0
218,219.0,Joel Bitonio,OT,CLE,3164777.0
219,220.0,Thomas Morstead,P,NOR,3150000.0
220,,Matt Prater,K,DET,3150000.0
221,222.0,Mark Ingram,RB,NOR,3100000.0
222,,Shawn Williams,SS,CIN,3100000.0
223,224.0,C.J. Fiedorowicz,TE,HOU,3097000.0
224,225.0,Tahir Whitehead,OLB,DET,3050000.0
225,226.0,Tony Jefferson,FS,BAL,3000000.0
226,,T.J. Ward,DB,TAM,3000000.0
227,,Jason Peters,T,PHI,3000000.0
228,,Markus Wheaton,WR,CHI,3000000.0
229,,Chris Baker,DT,TAM,3000000.0
230,,Josh McCown,QB,NYJ,3000000.0
231,,Brent Celek,TE,PHI,3000000.0
232,,Robert Woods,WR,LAR,3000000.0
233,,Terrelle Pryor,QB,WAS,3000000.0
234,,Ricky Wagner,OT,DET,3000000.0
235,,Russell Okung,T,LAC,3000000.0
236,,NaVorro Bowman,LB,2TM,3000000.0
237,,Fletcher Cox,DT,PHI,3000000.0
238,,Brandon Marshall,WR,NYG,3000000.0
239,,Derrick Shelby,DE,ATL,3000000.0
240,,William Gholston,DE,TAM,3000000.0
241,,Marcus Cooper,CB,CHI,3000000.0
242,,Kam Chancellor,DB,SEA,3000000.0
243,,Ryan Kalil,C,CAR,3000000.0
244,,Johnathan Hankins,DT,IND,3000000.0
245,,A.J. Bouye,CB,JAX,3000000.0
246,,Orlando Scandrick,DB,DAL,3000000.0
247,,T.J. Lang,T,DET,3000000.0
248,249.0,Andrew Sendejo,DB,MIN,2950000.0
249,250.0,Andre Branch,DE,MIA,2900000.0
250,,C.J. Anderson,RB,DEN,2900000.0
251,252.0,Steve McLendon,DT,NYJ,2875000.0
252,253.0,Colt McCoy,QB,WAS,2800000.0
253,,Kevin Huber,P,CIN,2800000.0
254,,Brett Kern,P,TEN,2800000.0
255,,Virgil Green,TE,DEN,2800000.0
256,,Domata Peko,DT,DEN,2800000.0
257,,Justin Tucker,K,BAL,2800000.0
258,259.0,Jonathan Casillas,LB,NYG,2750000.0
259,,William Hayes,DE,MIA,2750000.0
260,,Corey Peters,DT,ARI,2750000.0
261,,Adam Vinatieri,K,IND,2750000.0
262,,Reggie Nelson,DB,OAK,2750000.0
263,,Chris Clark,T,HOU,2750000.0
264,,Luke Joeckel,OT,SEA,2750000.0
265,,Kayvon Webster,CB,LAR,2750000.0
266,267.0,Todd Davis,LB,DEN,2746000.0
267,,Marcus Williams,CB,2TM,2746000.0
268,,Dontrelle Inman,WR,2TM,2746000.0
269,,Trey Burton,TE,PHI,2746000.0
270,,Wesley Johnson,OT,NYJ,2746000.0
271,,Brandon McManus,K,DEN,2746000.0
272,,Isaiah Crowell,RB,CLE,2746000.0
273,,Andrew Norwell,G,CAR,2746000.0
274,,Taylor Gabriel,WR,ATL,2746000.0
275,,Adam Thielen,WR,MIN,2746000.0
276,277.0,Stephen Gostkowski,K,NWE,2700000.0
277,,Travis Kelce,TE,KAN,2700000.0
278,279.0,Ramon Foster,T,PIT,2675000.0
279,280.0,Dante Fowler,OLB,JAX,2570478.0
280,281.0,Dre Kirkpatrick,CB,CIN,2550000.0
281,,Drew Stanton,QB,ARI,2550000.0
282,283.0,Chris Hogan,WR,NWE,2500000.0
283,,Morris Claiborne,CB,NYJ,2500000.0
284,,Cordarrelle Patterson,WR,OAK,2500000.0
285,,Quintin Demps,DB,CHI,2500000.0
286,,Jarius Wright,WR,MIN,2500000.0
287,,Jabaal Sheard,DL,IND,2500000.0
288,,Brandon Marshall,OLB,DEN,2500000.0
289,,Jared Cook,TE,OAK,2500000.0
290,,Patrick Chung,DB,NWE,2500000.0
291,,Ronald Leary,G,DEN,2500000.0
292,,Donald Stephenson,T,DEN,2500000.0
293,,Jamar Taylor,CB,CLE,2500000.0
294,,Dwayne Allen,TE,NWE,2500000.0
295,,Abry Jones,DT,JAX,2500000.0
296,297.0,Dwayne Harris,WR,NYG,2475000.0
297,298.0,Zane Beadles,T,SFO,2450000.0
298,,Emmanuel Lamur,LB,MIN,2450000.0
299,300.0,Johnny Hekker,P,LAR,2444444.0
300,301.0,Ryan Succop,K,TEN,2400000.0
301,,Marquette King,P,OAK,2400000.0
302,,Da'Norris Searcy,DB,TEN,2400000.0
303,,Terence Newman,DB,MIN,2400000.0
304,305.0,Sam Koch,P,BAL,2300000.0
305,,Micah Hyde,CB,BUF,2300000.0
306,,Tom Johnson,DT,MIN,2300000.0
307,308.0,Brian Cushing,LB,HOU,2264706.0
308,309.0,Chad Henne,QB,JAX,2250000.0
309,,Terrell McClain,DL,WAS,2250000.0
310,,Lane Taylor,G,GNB,2250000.0
311,,Vincent Rey,LB,CIN,2250000.0
312,,Elvis Dumervil,DE,SFO,2250000.0
313,,Arthur Moats,LB,PIT,2250000.0
314,,James Hanna,TE,DAL,2250000.0
315,,Stacy McGee,DT,WAS,2250000.0
316,317.0,Sam Martin,P,DET,2225000.0
317,318.0,Jermaine Kearse,WR,NYJ,2200000.0
318,,Matthew Bosher,P,ATL,2200000.0
319,,Wesley Woodyard,LB,TEN,2200000.0
320,321.0,Anthony Barr,OLB,MIN,2157750.0
321,322.0,Shane Vereen,RB,NYG,2150000.0
322,323.0,J.J. Wilcox,S,PIT,2125000.0
323,324.0,Vance McDonald,TE,PIT,2100000.0
324,,Mike Daniels,DT,GNB,2100000.0
325,326.0,Brandon Carr,DB,BAL,2000000.0
326,,Ben Ijalana,OL,NYJ,2000000.0
327,,Josh Robinson,CB,TAM,2000000.0
328,,Connor Barwin,DE,LAR,2000000.0
329,,Lorenzo Alexander,LB,BUF,2000000.0
330,,Vince Williams,ILB,PIT,2000000.0
331,,Clinton McDonald,DT,TAM,2000000.0
332,,Justin Bethel,CB,ARI,2000000.0
333,,D.J. Hayden,CB,DET,2000000.0
334,,Brice McCain,DB,TEN,2000000.0
335,,Kyle Juszczyk,FB,SFO,2000000.0
336,,Vernon Davis,TE,WAS,2000000.0
337,,Matt Slauson,G,LAC,2000000.0
338,,Robert Alford,CB,ATL,2000000.0
339,,Jermaine Gresham,TE,ARI,2000000.0
340,,Johnathan Cyprien,SS,TEN,2000000.0
341,,Antoine Bethea,DB,ARI,2000000.0
342,,Dion Sims,TE,CHI,2000000.0
343,,D.J. Swearinger,FS,WAS,2000000.0
344,,Sylvester Williams,DT,TEN,2000000.0
345,,Brynden Trawick,S,TEN,2000000.0
346,,Danny Trevathan,OLB,CHI,2000000.0
347,,William Gay,DB,PIT,2000000.0
348,,Paul Worrilow,LB,DET,2000000.0
349,,J.C. Tretter,OG,CLE,2000000.0
350,,Phil Dawson,K,ARI,2000000.0
351,,Ted Ginn,WR,NOR,2000000.0
352,353.0,Taylor Lewan,OT,TEN,1986136.0
353,354.0,Kenny Stills,WR,MIA,1975000.0
354,355.0,Ed Dickson,TE,CAR,1950000.0
355,,Marcus Sherels,DB,MIN,1950000.0
356,,Marquise Goodwin,WR,SFO,1950000.0
357,358.0,Kurt Coleman,LB,CAR,1900000.0
358,,Everson Griffen,DE,MIN,1900000.0
359,,Brad Nortman,P,JAX,1900000.0
360,,Landry Jones,QB,PIT,1900000.0
361,362.0,Odell Beckham,WR,NYG,1839027.0
362,363.0,Aaron Donald,DT,LAR,1802250.0
363,364.0,Rex Burkhead,RB,NWE,1800000.0
364,365.0,Telvin Smith,ILB,JAX,1797000.0
365,,Maurice Alexander,SS,LAR,1797000.0
366,,Michael Schofield,OT,LAC,1797000.0
367,,Devon Kennard,OLB,NYG,1797000.0
368,,William Compton,LB,WAS,1797000.0
369,,E.J. Gaines,CB,BUF,1797000.0
370,,Korey Toomer,ILB,LAC,1797000.0
371,,Donte Moncrief,WR,IND,1797000.0
372,,Kerry Wynn,DE,NYG,1797000.0
373,,John Brown,WR,ARI,1797000.0
374,,Avery Williamson,ILB,TEN,1797000.0
375,,Kevin Pamphile,OT,TAM,1797000.0
376,,Shamar Stephen,DT,MIN,1797000.0
377,,Russell Bodine,OG,CIN,1797000.0
378,,Anthony Hitchens,OLB,DAL,1797000.0
379,,Justin Ellis,DT,OAK,1797000.0
380,,Aaron Colvin,CB,JAX,1797000.0
381,,Damien Williams,RB,MIA,1797000.0
382,,Chris Hubbard,G,PIT,1797000.0
383,,Michael Thomas,S,MIA,1797000.0
384,,DaQuan Jones,DT,TEN,1797000.0
385,,Ryan Jensen,T,BAL,1797000.0
386,,Cameron Fleming,OT,NWE,1797000.0
387,,Terrance West,RB,BAL,1797000.0
388,,Charles Leno,OG,CHI,1797000.0
389,,Bashaud Breeland,CB,WAS,1797000.0
390,,Aaron Lynch,DE,SFO,1797000.0
391,,T.J. Carrie,CB,OAK,1797000.0
392,,Denico Autry,DE,OAK,1797000.0
393,,Andre Hal,CB,HOU,1797000.0
394,,Albert Wilson,WR,KAN,1797000.0
395,,Corey Linsley,C,GNB,1797000.0
396,,Nevin Lawson,CB,DET,1797000.0
397,398.0,Zach Fulton,OG,KAN,1788500.0
398,399.0,Spencer Long,OG,WAS,1787000.0
399,,Richard Rodgers,TE,GNB,1787000.0
400,401.0,Travis Swanson,C,DET,1772000.0
401,402.0,Preston Brown,ILB,BUF,1762000.0
402,403.0,Ryan Fitzpatrick,QB,TAM,1750000.0
403,,Alan Branch,DT,NWE,1750000.0
404,,Joe Hawley,G,TAM,1750000.0
405,,Allen Barbre,T,DEN,1750000.0
406,,Niles Paul,WR,WAS,1750000.0
407,,Matt Moore,QB,MIA,1750000.0
408,,Matt Cassel,QB,TEN,1750000.0
409,,Scott Tolzien,QB,IND,1750000.0
410,411.0,Ereck Flowers,OT,NYG,1743338.0
411,412.0,Kyle Fuller,CB,CHI,1740955.0
412,413.0,Jared Goff,QB,LAR,1719894.0
413,414.0,Ryan Shazier,OLB,PIT,1716438.0
414,415.0,Max Unger,C,NOR,1700000.0
415,,Zach Strief,G,NOR,1700000.0
416,,Larry Warford,OG,NOR,1700000.0
417,,A.J. Klein,ILB,NOR,1700000.0
418,,Ryan Hewitt,FB,CIN,1700000.0
419,,Luke Stocker,TE,2TM,1700000.0
420,421.0,Todd Gurley,RB,LAR,1691653.0
421,422.0,Carson Wentz,QB,PHI,1662561.0
422,423.0,Earl Mitchell,DT,SFO,1650000.0
423,,Josh Hill,TE,NOR,1650000.0
424,,Britton Colquitt,P,CLE,1650000.0
425,426.0,Zack Martin,OT,DAL,1642882.0
426,427.0,C.J. Mosley,ILB,BAL,1618365.0
427,428.0,Trae Waynes,CB,MIN,1611761.0
428,429.0,Giovani Bernard,RB,CIN,1600000.0
429,,Steven Hauschka,K,BUF,1600000.0
430,431.0,Eric Ebron,TE,DET,1590337.0
431,432.0,Calvin Pryor,FS,JAX,1587716.0
432,433.0,Ezekiel Elliott,RB,DAL,1584379.0
433,434.0,Ja'Wuan James,OT,MIA,1569327.0
434,435.0,Josh Martin,LB,NYJ,1550000.0
435,,Derek Anderson,QB,CAR,1550000.0
436,,Zach Brown,OLB,WAS,1550000.0
437,,Garrett Celek,TE,SFO,1550000.0
438,439.0,Desmond Trufant,CB,ATL,1526000.0
439,440.0,Austin Howard,T,BAL,1525000.0
440,441.0,Jalen Ramsey,FS,JAX,1511409.0
441,442.0,Keenan Robinson,OLB,NYG,1500000.0
442,,Bryan Anger,P,TAM,1500000.0
443,,Davon House,DB,GNB,1500000.0
444,,Shane Lechler,P,HOU,1500000.0
445,,Zach Miller,TE,CHI,1500000.0
446,,Jordan Poyer,CB,BUF,1500000.0
447,,Mike Gillislee,RB,NWE,1500000.0
448,,Kelvin Beachum,T,NYJ,1500000.0
449,,D.J. Fluker,OT,NYG,1500000.0
450,,Levine Toilolo,TE,ATL,1500000.0
451,,Jason McCourty,DB,CLE,1500000.0
452,,Lerentee McCray,LB,JAX,1500000.0
453,,Jahleel Addae,S,LAC,1500000.0
454,,Chris Hairston,OL,LAC,1500000.0
455,,Alejandro Villanueva,OL,PIT,1500000.0
456,,Duron Harmon,FS,NWE,1500000.0
457,,Ryan Groy,OG,BUF,1500000.0
458,,Robbie Gould,K,SFO,1500000.0
459,,Jamize Olawale,FB,OAK,1500000.0
460,,Benson Mayowa,DE,DAL,1500000.0
461,,Menelik Watson,OT,DEN,1500000.0
462,,Barkevious Mingo,OLB,IND,1500000.0
463,,John Simon,DE,IND,1500000.0
464,,Anthony Fasano,TE,MIA,1500000.0
465,,Chris Conte,DB,TAM,1500000.0
466,467.0,Danny Shelton,DT,CLE,1498970.0
467,468.0,Jermon Bushrod,T,MIA,1475000.0
468,469.0,Deone Bucannon,SS,ARI,1471255.0
469,470.0,Jeff Heath,S,DAL,1471000.0
470,471.0,Andrus Peat,OT,NOR,1470773.0
471,472.0,Robert Golden,S,PIT,1465000.0
472,473.0,Matt Bryant,K,ATL,1450000.0
473,474.0,DeVante Parker,WR,MIA,1423776.0
474,475.0,Melvin Gordon,RB,LAC,1404980.0
475,476.0,Mike Remmers,T,MIN,1400000.0
476,,Josh Kline,OL,TEN,1400000.0
477,,Garry Gilliam,T,SFO,1400000.0
478,,Jurrell Casey,DL,TEN,1400000.0
479,,Alex Boone,T,ARI,1400000.0
480,,Nate Allen,DB,MIA,1400000.0
481,482.0,Ronnie Stanley,OT,BAL,1381106.0
482,483.0,Greg Zuerlein,K,LAR,1375000.0
483,484.0,Eddie Lacy,RB,SEA,1365000.0
484,485.0,Teddy Bridgewater,QB,MIN,1354023.0
485,486.0,Marcus Cannon,OL,NWE,1350000.0
486,,Jordan Mills,OT,BUF,1350000.0
487,,Michael Hoomanawanui,TE,NOR,1350000.0
488,,Marshawn Lynch,RB,OAK,1350000.0
489,,Eric Decker,WR,TEN,1350000.0
490,,Erik Walden,DE,TEN,1350000.0
491,,Nathan Stupar,OLB,NOR,1350000.0
492,493.0,Kevin Johnson,CB,HOU,1348583.0
493,494.0,Arik Armstead,DE,SFO,1329785.0
494,495.0,Marcus Peters,CB,KAN,1306287.0
495,496.0,T.J. Johnson,C,CIN,1300000.0
496,,Nick Perry,DE,GNB,1300000.0
497,,Sean Lee,LB,DAL,1300000.0
498,,Patrick DiMarco,FB,BUF,1300000.0
499,,Andre Roberts,WR,ATL,1300000.0
500,,Johnson Bademosi,DB,NWE,1300000.0
501,502.0,Devonta Freeman,RB,ATL,1297000.0
502,,Morgan Moses,OT,WAS,1297000.0
503,504.0,Travis Frederick,C,DAL,1296000.0
504,505.0,Cameron Erving,OT,KAN,1292188.0
505,506.0,Nelson Agholor,WR,PHI,1287489.0
506,507.0,Cedric Ogbuehi,OT,CIN,1282789.0
507,508.0,Ethan Westbrooks,DE,LAR,1282175.0
508,509.0,DeForest Buckner,DE,SFO,1276863.0
509,510.0,Tyron Smith,OT,DAL,1275000.0
510,,Senio Kelemete,T,NOR,1275000.0
511,512.0,Bud Dupree,DE,PIT,1273390.0
512,513.0,Shane Ray,DE,DEN,1263991.0
513,514.0,Tyler Bray,QB,KAN,1252500.0
514,515.0,Joe Haden,DB,PIT,1250000.0
515,,Karl Klug,DL,TEN,1250000.0
516,,Akeem Spence,DT,DET,1250000.0
517,,Kemal Ishmael,DB,ATL,1250000.0
518,,Dont'a Hightower,ILB,NWE,1250000.0
519,,Ben Watson,TE,BAL,1250000.0
520,,Chris Maragos,DB,PHI,1250000.0
521,,Kyle Wilber,OLB,DAL,1250000.0
522,,Andre Smith,T,CIN,1250000.0
523,,Michael Brockers,DT,LAR,1250000.0
524,,Daren Bates,LB,TEN,1250000.0
525,,Jack Crawford,DE,ATL,1250000.0
526,,Brandon LaFell,WR,CIN,1250000.0
527,,Danny Amendola,WR,NWE,1250000.0
528,,Al Woods,DT,IND,1250000.0
529,,Tyson Alualu,DT,PIT,1250000.0
530,,Jason Pierre-Paul,DE,NYG,1250000.0
531,,Aldrick Robinson,WR,SFO,1250000.0
532,,Kendall Wright,WR,CHI,1250000.0
533,,Donnie Jones,P,PHI,1250000.0
534,535.0,D.J. Humphries,OT,ARI,1245192.0
535,536.0,Cornelius Washington,DE,DET,1237500.0
536,537.0,Shaq Thompson,OLB,CAR,1235793.0
537,538.0,Breshad Perriman,WR,BAL,1226392.0
538,539.0,Mason Foster,LB,WAS,1225000.0
539,540.0,Byron Jones,CB,DAL,1216995.0
540,541.0,Laken Tomlinson,OG,SFO,1212296.0
541,542.0,Darrius Heyward-Bey,WR,PIT,1200000.0
542,,Harry Douglas,WR,TEN,1200000.0
543,,Ryan Allen,P,NWE,1200000.0
544,,Dion Lewis,RB,NWE,1200000.0
545,,Marcus Gilchrist,DB,HOU,1200000.0
546,,Alfred Morris,RB,DAL,1200000.0
547,548.0,Xavier Su'a-Filo,OG,HOU,1177036.0
